	title	year	certificate	runtime	genre	imdb_rating	votes	metascore	gross
5487	Игрушки для взрослых	2018	18+	91	['Action', 'Comedy', 'Crime']	5.4	29318	27	20706452
5488	Никто не узнает	2004	12+	141	['Drama']	8.0	29315	88	684118
5489	Месть	2019	118 min	118	['Crime', 'Drama', 'Mystery']	7.8	29315	0	1861000
5490	Django	1966	18+	91	['Action', 'Drama', 'Western']	7.2	29295	75	25097
5491	Умереть заново	1991	R	107	['Crime', 'Drama', 'Mystery']	6.8	29292	66	38016380
5492	Говорят женщины	2022	PG-13	104	['Drama']	6.9	29286	79	0
5493	Бой	2019	154 min	154	['Action', 'Adventure', 'Thriller']	6.5	29280	0	0
5494	Спектакль	2015	139 min	139	['Comedy', 'Drama', 'Romance']	7.3	29280	0	1980235
5495	Лу	2022	R	107	['Action', 'Crime', 'Drama']	6.1	29279	51	0
5496	Паранормальное явление: Призраки В 3D	2015	R	88	['Horror', 'Mystery']	4.6	29279	30	18300124
5497	A Shot in the Dark	1964	PG	102	['Comedy', 'Mystery']	7.4	29276	70	12368234
5498	Дружки	2022	R	115	['Comedy', 'Romance']	6.3	29267	72	0
5499	Остров головорезов	1995	PG-13	124	['Action', 'Adventure', 'Comedy']	5.7	29258	37	10017322
5500	Я был там	2022	110 min	110	['Thriller']	6.1	29252	57	0
5501	То, что мы потеряли	2007	18+	118	['Drama']	7.1	29250	63	3287315
5502	Zombi 2	1979	R	91	['Horror']	6.8	29249	54	0
5503	День Святого Валентина	2001	18+	96	['Horror', 'Mystery', 'Thriller']	4.9	29237	18	20384136
5504	Приятная ложь	2014	PG-13	110	['Biography', 'Drama']	7.4	29233	65	2716989
5505	Свадьба Тану и Ману. Возвращение	2015	128 min	128	['Comedy', 'Drama', 'Romance']	7.6	29232	0	0
5506	The Boys from Brazil	1978	125 min	125	['Drama', 'Mystery', 'Sci-Fi']	7.0	29227	40	19000000
5507	Улетай один	2015	109 min	109	['Drama']	8.1	29227	0	0
5508	Белая птица в метели	2014	R	91	['Drama', 'Mystery', 'Thriller']	6.4	29212	51	33518
5509	Убийца	1993	R	109	['Action', 'Crime', 'Drama']	6.1	29185	53	30038362
5510	Кундун	1997	PG-13	134	['Biography', 'Drama', 'History']	7.0	29171	74	5532301
5511	Легенда	2022	161 min	161	['Action', 'Drama', 'Romance']	7.0	29167	0	0
5512	Главное - не бояться!	2011	PG-13	107	['Comedy', 'Drama', 'Fantasy']	6.2	29167	14	10011
5513	Сердце вдребезги	2014	R	94	['Comedy', 'Romance']	5.9	29166	30	0
5514	Толстопузы	1995	PG	100	['Comedy', 'Drama', 'Family']	6.6	29160	42	17689177
5515	Death Race 2000	1975	80 min	80	['Action', 'Comedy', 'Sci-Fi']	6.2	29160	58	8000000
5516	Опасная иллюзия	2013	18+	103	['Action', 'Comedy', 'Drama']	6.3	29125	31	7973
5517	The Grifters	1990	110 min	110	['Crime', 'Drama', 'Thriller']	6.9	29117	86	13446769
5518	Солдат	2014	160 min	160	['Action', 'Crime', 'Thriller']	7.2	29106	0	706893
5519	Мисс Петтигрю	2008	PG-13	92	['Comedy', 'Romance']	7.0	29105	63	12294036
5520	Город тайн	2020	16+	117	['Crime', 'Drama', 'Mystery']	6.8	29075	69	0
5521	Two Mules for Sister Sara	1970	GP	116	['Adventure', 'Drama', 'Romance']	7.0	29069	62	11500000
5522	Голубой слонёнок	2014	170 min	170	['Drama', 'Horror', 'Mystery']	8.0	29067	0	0
5523	Шербургские зонтики	1964	0+	91	['Drama', 'Musical', 'Romance']	7.8	29066	86	28030
5524	Мобильник	2016	R	98	['Action', 'Adventure', 'Horror']	4.4	29059	38	0
5525	Ангус, стринги и поцелуи взасос	2008	16+	100	['Comedy', 'Drama', 'Romance']	6.3	29049	0	0
5526	Мирный воин	2006	12+	120	['Drama', 'Romance', 'Sport']	7.2	29047	40	3960414
5527	Бескрайний бассейн	2023	18+	117	['Crime', 'Horror', 'Mystery']	6.1	29040	72	0
5528	Scarface	1932	93 min	93	['Action', 'Crime', 'Drama']	7.7	29040	90	0
5529	Тихий американец	2002	16+	101	['Drama', 'Romance', 'Thriller']	7.0	29029	84	12987647
5530	Герой боевиков	2022	130 min	130	['Action', 'Comedy', 'Crime']	7.0	29023	0	0
5531	Странный Эл	2022	16+	108	['Comedy', 'Crime', 'Music']	6.9	28992	70	0
5532	Игра со смертью	1993	175 min	175	['Crime', 'Drama', 'Musical']	7.6	28986	0	0
5533	Ублюдок 2	2017	78 min	78	['Crime', 'Drama', 'Horror']	6.4	28963	75	0
5534	Спасибо за обмен	2012	R	112	['Comedy', 'Drama', 'Romance']	6.4	28958	54	1059239
5535	Война токов	2017	PG-13	108	['Biography', 'Drama', 'History']	6.5	28945	55	0
5536	Реликт	1997	18+	110	['Horror', 'Mystery', 'Sci-Fi']	5.8	28937	55	33956608
5537	Семейство Белье	2014	106 min	106	['Comedy', 'Drama', 'Music']	7.3	28929	0	0
5538	Могучие Морфы Рейнджеры Силы	1995	PG	95	['Action', 'Adventure', 'Family']	5.2	28928	40	38187431
5539	Женщина в черном: Ангелы смерти	2014	16+	98	['Drama', 'Horror', 'Thriller']	4.8	28924	42	26496583
5540	Цоци	2005	R	95	['Crime', 'Drama']	7.2	28922	70	2912363
5541	Вирус	1999	R	99	['Action', 'Horror', 'Sci-Fi']	5.0	28919	19	14010690
5542	Полоса 34	2022	145 min	145	['Drama', 'Thriller']	7.0	28918	0	0
5543	Комната Марвина	1996	PG-13	98	['Drama']	6.7	28910	68	12782508
5544	House on Haunted Hill	1959	75 min	75	['Crime', 'Horror', 'Mystery']	6.8	28904	0	0
5545	Ноль	2018	164 min	164	['Comedy', 'Drama', 'Romance']	5.2	28903	0	0
5546	Козодои	2019	131 min	131	['Action', 'Adventure', 'Drama']	7.3	28900	82	0
5547	Макс Манус: Человек войны	2008	118 min	118	['Action', 'Biography', 'Crime']	7.3	28897	60	0
5548	Еще одна пятница	2002	12+	85	['Comedy', 'Drama']	5.8	28896	35	32983713
5549	Всем парням: С любовью...	2021	109 min	109	['Comedy', 'Drama', 'Romance']	6.3	28889	65	0
5550	Черное Рождество	2006	16+	95	['Horror']	4.6	28888	22	16235293
5551	Драконий жемчуг: Битва Богов	2013	85 min	85	['Animation', 'Action', 'Adventure']	7.1	28881	0	2553002
5552	Ловушка	2011	R	91	['Crime', 'Drama', 'Horror']	5.3	28877	0	0
5553	Начни сначала	2018	16+	103	['Comedy', 'Drama', 'Romance']	5.8	28870	46	39282227
5554	Крутящий момент	2004	16+	84	['Action', 'Comedy', 'Crime']	4.1	28853	41	21215059
5555	Поллок	2000	18+	122	['Biography', 'Drama']	7.0	28852	77	8596914
5556	Турбо пацан	2015	93 min	93	['Action', 'Adventure', 'Comedy']	6.7	28842	60	50000
5557	Бетховен 2	1993	0+	89	['Comedy', 'Family', 'Romance']	4.9	28840	0	53354166
5558	Чего хотят мужчины	2019	R	117	['Comedy', 'Fantasy', 'Romance']	5.3	28836	49	54611903
5559	Psycho II	1983	113 min	113	['Crime', 'Horror', 'Mystery']	6.6	28828	54	34725000
5560	Грязные танцы 2	2004	12+	86	['Drama', 'Music', 'Romance']	5.9	28807	39	14161590
5561	Третья персона	2013	R	137	['Drama', 'Romance']	6.3	28793	38	1019038
5562	Return to Oz	1985	113 min	113	['Adventure', 'Family', 'Fantasy']	6.7	28789	42	0
5563	Проблески надежды	1998	PG-13	114	['Drama', 'Romance']	6.0	28788	42	60053195
5564	Роллербол	2002	18+	98	['Action', 'Sci-Fi', 'Sport']	3.1	28783	14	18990798
5565	Молодая кровь	2014	R	108	['Action', 'Crime', 'Drama']	6.4	28777	49	1411
5566	Не волнуйся, он далеко не уйдет	2018	R	114	['Biography', 'Comedy', 'Drama']	6.8	28769	67	1441705
5567	Могучий ветер	2003	12+	91	['Comedy', 'Music']	7.2	28759	81	17508936
5568	В тени	2016	PG-13	84	['Drama', 'Fantasy', 'Horror']	6.8	28746	83	30999
5569	Гарриет	2019	PG-13	125	['Action', 'Biography', 'Drama']	6.7	28742	66	0
5570	За гранью	2003	12+	127	['Adventure', 'Drama', 'Romance']	6.4	28693	32	4426297
5571	Грязная работа	1998	PG-13	82	['Comedy']	6.4	28691	24	9975684
5572	Ренфилд	2023	R	93	['Comedy', 'Fantasy', 'Horror']	6.4	28689	53	0
5573	О теле и душе	2017	18+	116	['Drama', 'Fantasy', 'Mystery']	7.5	28689	77	0
5574	Свидание со звездой	2004	12+	96	['Comedy', 'Romance']	5.6	28660	52	17071962
5575	Восстание Кейна	1954	124 min	124	['Drama', 'War']	7.7	28651	63	21750000
5576	Старые ворчуны разбушевались	1995	PG-13	101	['Comedy', 'Romance']	6.6	28645	46	71518503
5577	How to Steal a Million	1966	12+	123	['Comedy', 'Crime', 'Romance']	7.5	28644	0	0
5578	Every Which Way But Loose	1978	114 min	114	['Action', 'Comedy']	6.3	28642	41	106000000
5579	Чeм заняться мертвецу в Денвере	1995	R	115	['Crime', 'Drama', 'Thriller']	6.7	28619	46	529766
5580	Робот	2010	16+	155	['Action', 'Sci-Fi', 'Thriller']	7.1	28614	0	4373898
5581	The Wolf Man	1941	70 min	70	['Horror', 'Mystery', 'Romance']	7.2	28613	72	0
5582	El Dorado	1966	126 min	126	['Drama', 'Romance', 'Western']	7.5	28587	85	12971000
5583	Around the World in 80 Days	1956	167 min	167	['Adventure', 'Comedy', 'Family']	6.7	28576	69	42000000
5584	Био-Дом	1996	PG-13	88	['Comedy']	4.4	28568	1	26757000
5585	Синяя бездна 2	2019	16+	90	['Adventure', 'Drama', 'Horror']	5.0	28562	43	22260900
5586	Лепрекон	1993	R	92	['Comedy', 'Fantasy', 'Horror']	4.8	28561	17	8556940
5587	Правда о кошках и собаках	1996	PG-13	97	['Comedy', 'Romance']	6.3	28560	64	34073143
5588	Жизнь по Джейн Остин	2007	PG-13	106	['Comedy', 'Drama', 'Romance']	6.7	28550	61	3573870
5589	Стена	2017	R	88	['Action', 'Drama', 'Thriller']	6.2	28540	57	1803064
5590	Пазманский дьявол	2016	R	117	['Biography', 'Drama', 'Sport']	6.8	28535	62	4847865
5591	Детоксикация	2002	16+	96	['Crime', 'Thriller']	5.3	28523	0	79161
5592	Прощай, Кристофер Робин	2017	12+	107	['Biography', 'Drama', 'Family']	7.1	28522	54	1735251
5593	Танцы без правил	1992	PG	94	['Comedy', 'Drama', 'Music']	7.2	28520	72	11738022
5594	Авторитет	1992	16+	95	['Action', 'Crime', 'Drama']	7.0	28511	60	20146880
5595	Воздушный бой	2020	R	83	['Action', 'Horror', 'War']	5.0	28499	66	0
5596	Долгая дорога к свободе	2013	PG-13	141	['Biography', 'Drama', 'History']	7.1	28497	60	8323085
5597	Книга Генри	2017	PG-13	105	['Crime', 'Drama', 'Thriller']	6.6	28471	31	4219536
5598	The Bounty	1984	132 min	132	['Adventure', 'Drama', 'History']	7.0	28468	62	8600000
5599	Залив	2012	R	84	['Horror', 'Sci-Fi', 'Thriller']	5.7	28456	65	30474
5600	The Asphalt Jungle	1950	112 min	112	['Crime', 'Drama', 'Film-Noir']	7.8	28443	85	0
5601	Poltergeist II: The Other Side	1986	14+	91	['Horror']	5.6	28410	49	40996665
5602	House	1985	16+	93	['Comedy', 'Fantasy', 'Horror']	6.1	28408	44	19444631
5603	Большие мамочки: Сын как отец	2011	12+	107	['Action', 'Comedy', 'Crime']	4.4	28404	22	37915414
5604	Суперзвезда	2004	12+	107	['Family', 'Music', 'Musical']	5.8	28387	33	10411980
5605	Иисус Христос - суперзвезда	1973	106 min	106	['Drama', 'History', 'Musical']	7.3	28379	64	24477615
5606	Антебеллум	2020	R	105	['Drama', 'Horror', 'Mystery']	5.8	28378	43	0
5607	Пропавшая без вести	2023	PG-13	111	['Drama', 'Mystery', 'Thriller']	7.1	28370	66	0
5608	Мосул	2019	86 min	86	['Action', 'Drama', 'War']	7.1	28361	71	0
5609	Nostalgia	1983	16+	125	['Drama']	8.0	28358	0	5233
5610	The Return of the Pink Panther	1975	113 min	113	['Comedy', 'Crime', 'Mystery']	7.0	28348	61	41833347
5611	Крикуны	1995	R	108	['Horror', 'Sci-Fi', 'Thriller']	6.3	28332	0	5781885
5612	Огненный лис	1982	12+	136	['Action', 'Adventure', 'Thriller']	5.9	28322	44	46708276
5613	Короли самоубийства	1997	R	106	['Comedy', 'Crime', 'Drama']	6.9	28310	43	1692872
5614	Phenomena	1985	18+	116	['Crime', 'Horror', 'Mystery']	6.7	28305	57	0
5615	Городская полиция	1997	R	117	['Action', 'Comedy', 'Crime']	5.6	28291	41	31987563
5616	Нож	2014	166 min	166	['Action', 'Drama']	8.1	28290	0	0
5617	Танцы улиц	2004	12+	95	['Drama', 'Music']	3.8	28259	37	40066497
5618	The Mummy	1932	73 min	73	['Fantasy', 'Horror']	7.0	28239	0	0
5619	Скуби-Ду!	2020	6+	93	['Animation', 'Adventure', 'Comedy']	5.6	28235	43	2188425
5620	Il mio nome è Nessuno	1973	116 min	116	['Comedy', 'Drama', 'Western']	7.3	28232	68	389075
5621	Развод в большом городе	2012	R	99	['Drama']	7.4	28218	74	1065000
5622	The Rookie	1990	120 min	120	['Action', 'Crime', 'Drama']	5.9	28194	41	21633874
5623	Правое дело	1995	R	102	['Action', 'Crime', 'Drama']	6.4	28191	48	36853222
5624	Рыцарь кубков	2015	R	118	['Drama', 'Fantasy', 'Romance']	5.6	28187	53	558402
5625	Байкеры 2: Настоящие чувства	2006	152 min	152	['Action', 'Crime', 'Thriller']	6.5	28186	0	2643586
5626	Прекрасная возлюбленная	2021	135 min	135	['Crime', 'Drama', 'Mystery']	6.9	28173	0	0
5627	Выпускной	2020	PG-13	130	['Comedy', 'Drama', 'Musical']	5.9	28167	55	0
5628	The World According to Garp	1982	136 min	136	['Comedy', 'Drama']	7.1	28146	63	29712172
5629	Мальчик с велосипедом	2011	PG-13	87	['Drama']	7.4	28141	87	1384749
5630	Выхода нет	2022	R	95	['Drama', 'Mystery', 'Thriller']	6.1	28126	54	0
5631	Последние дни Софии Шолль	2005	120 min	120	['Biography', 'Crime', 'Drama']	7.6	28118	76	676167
5632	Бесшумный	2020	18+	93	['Action', 'Crime', 'Mystery']	6.2	28101	0	0
5633	Gorillas in the Mist: The Story of Dian Fossey	1988	129 min	129	['Biography', 'Drama']	7.0	28100	0	24720479
5634	Смертный мир	2018	107 min	107	['Action', 'Comedy', 'Crime']	7.6	28095	0	0
5635	Tang shan da xiong	1971	16+	100	['Action', 'Crime', 'Drama']	6.9	28094	0	40000
5636	Colors	1988	18+	120	['Action', 'Crime', 'Drama']	6.7	28085	66	46616067
5637	Говори	2004	PG-13	89	['Drama']	7.2	28078	0	0
5638	Реликвия	2020	R	89	['Drama', 'Horror', 'Mystery']	6.0	28078	77	0
5639	Torn Curtain	1966	128 min	128	['Drama', 'Romance', 'Thriller']	6.6	28075	55	0
5640	Яркая звезда	2009	PG	119	['Biography', 'Drama', 'Romance']	6.9	28063	81	4444637
5641	Дурацкое дело нехитрое	2014	R	116	['Action', 'Comedy', 'Crime']	7.1	28059	74	49284
5642	Скрытая угроза	2001	16+	89	['Crime', 'Thriller']	5.6	28038	29	45246095
5643	Однажды в Голливуде	2008	16+	104	['Comedy', 'Drama']	5.6	28032	0	1090947
5644	From Beyond	1986	18+	85	['Horror', 'Sci-Fi']	6.6	28029	60	1261000
5645	Догмэн	2018	18+	103	['Crime', 'Drama', 'Thriller']	7.2	28029	71	148225
5646	Принцесса Льда	2005	12+	98	['Comedy', 'Drama', 'Family']	6.0	28018	55	24381334
5647	Новая полицейская история	2004	16+	123	['Action', 'Crime', 'Thriller']	6.9	27995	0	0
5648	Не вижу зла	2006	18+	84	['Action', 'Horror', 'Thriller']	5.0	27982	17	15032800
5649	Последний единорог	1982	92 min	92	['Animation', 'Adventure', 'Drama']	7.3	27979	70	6455530
5650	Теккен	2010	16+	91	['Action', 'Crime', 'Drama']	4.8	27964	0	0
5651	Boлк_одиночка	2005	PG-13	90	['Drama', 'Horror', 'Mystery']	5.8	27946	39	10047674
5652	Способный	2017	139 min	139	['Action', 'Crime', 'Drama']	7.1	27945	0	0
5653	Дикая история	2017	18+	102	['Horror', 'Thriller']	6.3	27929	0	0
5654	Мистер Крутой	1997	12+	101	['Action', 'Adventure', 'Comedy']	6.2	27927	0	12674183
5655	Сестра твоей сестры	2011	R	90	['Comedy', 'Drama', 'Romance']	6.7	27911	72	1573712
5656	Викрант Рона	2022	148 min	148	['Action', 'Crime', 'Drama']	7.0	27905	0	0
5657	Гениальное ограбление	2021	16+	118	['Action', 'Adventure', 'Thriller']	6.4	27885	50	0
5658	Её сердце	2007	R	108	['Biography', 'Drama', 'History']	6.6	27883	74	9176787
5659	Наблюдатель	2000	16+	97	['Crime', 'Drama', 'Mystery']	5.3	27848	22	28927720
5660	Волны	2019	R	135	['Drama', 'Romance', 'Sport']	7.5	27837	80	0
5661	Мисс Переполох	2014	16+	93	['Comedy', 'Drama']	6.1	27836	45	88460
5662	Прогулка по лесам	2015	R	104	['Adventure', 'Biography', 'Comedy']	6.3	27832	51	29467855
5663	Мальчик	2010	87 min	87	['Comedy', 'Drama']	7.5	27830	70	255179
5664	Лего Фильм: Ниндзяго	2017	6+	101	['Animation', 'Action', 'Adventure']	6.0	27821	55	59281555
5665	Вид сверху лучше	2003	12+	87	['Comedy', 'Romance']	5.3	27807	27	15589458
5666	Небеса реальны	2014	PG	99	['Biography', 'Drama', 'Family']	5.8	27786	47	91443253
5667	Могучие утята 3	1996	PG	104	['Action', 'Comedy', 'Drama']	5.4	27779	0	22936273
5668	Сестры Магдалины	2002	16+	114	['Drama']	7.7	27772	83	4890878
5669	Утиные истории: Заветная лампа	1990	6+	74	['Animation', 'Adventure', 'Comedy']	6.8	27769	0	18115724
5670	Кошки-мышки	2006	PG-13	124	['Comedy', 'Drama', 'Romance']	5.9	27760	43	15269668
5671	Госпожа Америка	2015	R	84	['Comedy', 'Drama']	6.7	27753	75	2461121
5672	Снежные псы	2002	12+	99	['Adventure', 'Comedy', 'Family']	5.2	27748	29	81172560
5673	American Gigolo	1980	16+	117	['Crime', 'Drama', 'Mystery']	6.3	27737	57	23000000
5674	Граница	2007	18+	108	['Horror']	6.2	27732	44	0
5675	The Blob	1958	86 min	86	['Horror', 'Sci-Fi']	6.3	27722	58	0
5676	Охота на Санту	2020	18+	100	['Action', 'Adventure', 'Comedy']	5.9	27706	40	0
5677	Тайная суперзвезда	2017	150 min	150	['Drama', 'Music']	7.8	27698	0	0
5678	Beaches	1988	123 min	123	['Comedy', 'Drama', 'Music']	7.0	27696	46	57041866
5679	Девушка по соседству	2007	R	91	['Crime', 'Drama', 'Horror']	6.5	27689	29	0
5680	Реджеп Иведик	2008	90 min	90	['Comedy']	4.8	27686	0	0
5681	Проклятие	2020	18+	94	['Fantasy', 'Horror']	4.4	27682	41	0
5682	Тайна Аляски	1999	R	119	['Comedy', 'Drama', 'Sport']	6.7	27672	49	8888143
5683	The Big Heat	1953	89 min	89	['Crime', 'Film-Noir', 'Thriller']	7.9	27671	0	0
5684	Идеальный хозяин	2010	R	93	['Comedy', 'Crime', 'Thriller']	6.7	27661	48	48430
5685	Без вины виноватый	1998	16+	87	['Action', 'Comedy', 'Thriller']	6.0	27660	0	9623329
5686	Отцы и дочери	2015	R	116	['Drama']	7.0	27654	31	0
5687	The Hunger	1983	97 min	97	['Drama', 'Horror']	6.6	27644	52	5979292
5688	In Cold Blood	1967	134 min	134	['Biography', 'Crime', 'Drama']	7.9	27644	89	0
5689	Лица	2021	139 min	139	['Drama', 'Mystery', 'Thriller']	6.2	27633	0	0
