title,year,runtime,genre,imdb_rating,votes,certificate,metascore,gross
Злые Улицы,1973,112,"['Crime', 'Drama', 'Thriller']",7.2,113566,R,96,3132645
Сокровище,2009,110,['Drama'],7.3,113541,16+,78,47566524
Беспечный ездок,1969,95,"['Adventure', 'Drama']",7.3,113486,NaN,85,41728598
5-я волна,2016,112,"['Action', 'Adventure', 'Sci-Fi']",5.2,113464,16+,33,34916787
Тихая гавань,2013,115,"['Drama', 'Romance', 'Thriller']",6.6,113449,PG-13,34,71349120
Маньчжурский кандидат,2004,129,"['Drama', 'Mystery', 'Sci-Fi']",6.6,113414,16+,76,65955630
"Играй, как Бекхэм",2002,112,"['Comedy', 'Drama', 'Romance']",6.7,113391,12+,66,32543449
You Only Live Twice,1967,117,"['Action', 'Adventure', 'Thriller']",6.8,113387,PG,61,43084787
Танцующая в темноте,2000,140,"['Crime', 'Drama', 'Musical']",7.9,113158,16+,61,4184036
An American Werewolf in London,1981,97,"['Comedy', 'Horror']",7.5,113117,18+,55,30565292
Ганнибал: Восхождение,2007,121,"['Adventure', 'Crime', 'Drama']",6.1,113033,16+,35,27670986
Jacob's Ladder,1990,113,"['Drama', 'Horror', 'Mystery']",7.4,113003,18+,62,26118851
Геошторм,2017,109,"['Action', 'Sci-Fi', 'Thriller']",5.3,112869,16+,21,33700160
Король вечеринок,2002,92,"['Comedy', 'Romance']",6.4,112554,16+,26,21005329
Грязь,2013,97,"['Action', 'Comedy', 'Crime']",7.0,112446,18+,56,34321
Горячие головы,1991,84,"['Action', 'Comedy']",6.7,112413,12+,61,69467617
Через вселенную,2007,133,"['Drama', 'Fantasy', 'History']",7.3,112408,16+,56,24343673
Ограды,2016,139,['Drama'],7.2,112405,12+,79,57682904
The Spy Who Loved Me,1977,125,"['Action', 'Adventure', 'Thriller']",7.0,112337,NaN,55,46800000
Семья по-быстрому,2018,118,"['Comedy', 'Drama']",7.3,112307,16+,57,67363237
Заложник,2005,113,"['Action', 'Crime', 'Drama']",6.5,112220,12+,44,34639939
"Человек, которого не было",2001,116,"['Crime', 'Drama']",7.5,112169,16+,73,7494849
Тик-так... БУМ!,2021,120,"['Biography', 'Comedy', 'Drama']",7.5,112163,18+,74,0
Ночной беглец,2015,114,"['Action', 'Crime', 'Thriller']",6.6,112097,R,59,26461644
Имя розы,1986,130,"['Drama', 'Mystery', 'Thriller']",7.7,112031,16+,54,7153487
Франкенвини,2012,87,"['Animation', 'Comedy', 'Drama']",6.9,112028,12+,74,35291068
Выбор судьбы,2006,94,"['Adventure', 'Comedy', 'Music']",6.8,112020,R,55,8319186
Эксперимент 2: Волна,2008,107,"['Drama', 'Thriller']",7.6,111993,16+,0,0
Дьявол в деталях,2021,128,"['Crime', 'Drama', 'Mystery']",6.3,111929,18+,54,0
Пятница 13-е,2009,97,"['Horror', 'Mystery', 'Thriller']",5.5,111897,16+,34,65002019
Радиоволна,2000,118,"['Crime', 'Drama', 'Mystery']",7.4,111852,PG-13,67,45010278
Формула любви для узников брака,2009,113,['Comedy'],5.5,111789,PG-13,23,109205660
Железная леди,2011,105,"['Biography', 'Drama']",6.4,111595,12+,52,30017992
Порочные игры,2013,99,"['Drama', 'Thriller']",6.7,111594,R,58,1702277
Куда приводят мечты,1998,113,"['Drama', 'Fantasy', 'Romance']",6.9,111503,PG-13,44,55485043
Live and Let Die,1973,121,"['Action', 'Adventure', 'Thriller']",6.7,111361,NaN,55,35377836
Могучие рейнджеры,2017,124,"['Action', 'Adventure', 'Fantasy']",5.9,111355,18+,44,85364450
Трамвай «Желание»,1951,122,['Drama'],7.9,111299,PG,97,8000000
Рожденный четвертого июля,1989,145,"['Biography', 'Drama', 'War']",7.2,111297,16+,75,70001698
Малефисента 2: Владычица тьмы,2019,119,"['Adventure', 'Family', 'Fantasy']",6.6,111262,6+,43,113929605
Счастливчик,2012,101,"['Drama', 'Mystery', 'Romance']",6.4,111188,PG-13,39,60457138
Человек-паук: Паутина вселенных,2023,140,"['Animation', 'Action', 'Adventure']",9.0,111134,6+,86,0
Война невест,2009,89,"['Comedy', 'Romance']",5.5,111045,PG,24,58715510
Супермен 2,1980,127,"['Action', 'Adventure', 'Sci-Fi']",6.8,111033,0+,83,108185706
Меня зовут Кхан,2010,165,"['Adventure', 'Drama', 'Romance']",7.9,110999,PG-13,50,4018695
Час расплaты,2003,119,"['Action', 'Mystery', 'Sci-Fi']",6.3,110964,12+,43,53790451
Тутси,1982,116,"['Comedy', 'Drama', 'Romance']",7.4,110889,0+,88,177200000
"Париж, Техас",1984,145,['Drama'],8.1,110843,16+,81,2181987
Мексиканец,2001,123,"['Adventure', 'Comedy', 'Drama']",6.1,110711,16+,43,66808615
Зеркала,2008,110,"['Horror', 'Mystery']",6.1,110513,18+,35,30691439
Гленгарри Глен Росс (Американцы),1992,100,"['Crime', 'Drama', 'Mystery']",7.7,110501,R,82,10725228
Крокодил Данди,1986,97,"['Action', 'Adventure', 'Comedy']",6.6,110457,12+,62,174635000
Пункт назначения 4,2009,82,"['Horror', 'Thriller']",5.1,110417,16+,30,66477700
Сокровище Амазонки,2003,104,"['Action', 'Adventure', 'Comedy']",6.6,110299,16+,59,47726342
Фрост против Никсона,2008,122,"['Biography', 'Drama', 'History']",7.7,110273,16+,80,18593156
Diamonds Are Forever,1971,120,"['Action', 'Adventure', 'Thriller']",6.5,110216,NaN,59,43819547
Земляничная поляна,1957,91,"['Drama', 'Romance']",8.1,110155,NaN,88,0
Детонатор,2004,77,"['Drama', 'Sci-Fi', 'Thriller']",6.8,110140,PG-13,68,424760
Недетское кино,2001,89,['Comedy'],5.7,110134,18+,32,38252284
Знакомство со спартанцами,2008,87,"['Comedy', 'Fantasy']",2.8,109974,PG-13,9,38233676
Мушкетёры,2011,110,"['Action', 'Adventure', 'Fantasy']",5.7,109959,12+,35,20377913
Быстрее пули,2010,98,"['Action', 'Crime', 'Drama']",6.4,109945,18+,44,23240020
Беспечные времена в Риджмонт Хай,1982,90,"['Comedy', 'Drama']",7.1,109917,NaN,61,27092880
«Весёлые» каникулы,2012,96,"['Action', 'Drama', 'Thriller']",6.9,109879,16+,60,0
Мужской стриптиз,1997,91,"['Comedy', 'Drama']",7.2,109833,16+,75,45950122
Ночь страха,2011,106,"['Comedy', 'Horror']",6.4,109803,16+,64,18298649
Затура: Космическое приключение,2005,101,"['Action', 'Adventure', 'Comedy']",6.2,109776,6+,67,29258869
The King of Comedy,1982,109,"['Comedy', 'Crime', 'Drama']",7.8,109765,NaN,73,2500000
Tango & Cash,1989,104,"['Action', 'Comedy', 'Crime']",6.4,109683,NaN,41,63408614
Служители закона,1998,131,"['Action', 'Crime', 'Thriller']",6.5,109556,PG-13,47,57167405
Шанхайские рыцари,2003,114,"['Action', 'Adventure', 'Comedy']",6.2,109521,12+,58,60476872
Подарок на Рождество,1996,89,"['Adventure', 'Comedy', 'Family']",5.7,109385,0+,34,60573641
Смертельное влечение,1988,103,"['Comedy', 'Crime']",7.2,109374,16+,72,1108462
Астрал 3,2015,97,"['Horror', 'Mystery', 'Thriller']",6.1,109363,16+,52,52218558
Octopussy,1983,131,"['Action', 'Adventure', 'Thriller']",6.5,109357,12+,63,67900000
Сфера,1998,134,"['Action', 'Mystery', 'Sci-Fi']",6.1,109323,PG-13,35,37020277
Коты-аристократы,1970,78,"['Animation', 'Adventure', 'Comedy']",7.1,109309,0+,66,37675257
Больше чем друг,2010,101,"['Comedy', 'Drama', 'Romance']",6.1,109272,14+,52,27758465
Август Раш,2007,114,"['Drama', 'Music']",7.4,109266,12+,38,31664162
The Man with the Golden Gun,1974,125,"['Action', 'Adventure', 'Thriller']",6.7,109245,NaN,43,20972000
Гора 2,2016,135,"['Action', 'Drama', 'War']",8.2,109214,NaN,0,0
Переводчица,2005,128,"['Crime', 'Mystery', 'Thriller']",6.4,109188,PG-13,62,72708161
Тачки 3,2017,102,"['Animation', 'Adventure', 'Comedy']",6.7,109176,6+,59,152901115
Кладбище домашних животных,1989,103,"['Fantasy', 'Horror', 'Thriller']",6.5,109118,18+,38,57469467
Чужие на районе,2011,88,"['Action', 'Adventure', 'Comedy']",6.7,109083,18+,75,1024175
Парадокс Кловерфилда,2018,102,"['Action', 'Adventure', 'Horror']",5.5,109071,PG-13,37,0
В тылу врага,2001,106,"['Action', 'Drama', 'Thriller']",6.4,109047,12+,49,59068786
"Никки, дьявол младший",2000,90,"['Comedy', 'Fantasy']",5.3,109030,12+,38,39464775
Суперполицейские,2001,100,"['Comedy', 'Crime', 'Mystery']",7.0,109020,12+,48,18488314
Ужин с придурками,2010,114,['Comedy'],5.9,108962,16+,56,73026337
Скафандр и бабочка,2007,112,"['Biography', 'Drama']",8.0,108941,PG-13,92,5990075
Потрошители,2010,111,"['Action', 'Sci-Fi', 'Thriller']",6.3,108940,16+,32,13794835
Ритуал,2017,94,"['Horror', 'Mystery', 'Thriller']",6.3,108893,NaN,57,0
Облачно... 2: Месть ГМО,2013,95,"['Animation', 'Adventure', 'Comedy']",6.3,108838,0+,59,119793567
Детские игры,1988,87,"['Horror', 'Thriller']",6.6,108820,16+,58,33244684
Чeловек-волк,2010,103,"['Drama', 'Fantasy', 'Horror']",5.8,108799,16+,43,61979680
На линии огня,1993,128,"['Action', 'Crime', 'Drama']",7.2,108751,16+,74,102314283
Ослепленный желаниями,2000,93,"['Comedy', 'Fantasy']",6.1,108690,16+,49,37879996
"Брахмастра, часть 1: Шива",2022,167,"['Action', 'Adventure', 'Fantasy']",5.6,108677,12+,57,0
Муви 43,2013,94,['Comedy'],4.3,108670,18+,18,8828771
Крутые виражи,1993,98,"['Adventure', 'Comedy', 'Family']",7.0,108668,PG,60,68856263
Спасительный рассвет,2006,120,"['Adventure', 'Biography', 'War']",7.3,108599,16+,77,5490423
Потерянный рейс,2006,111,"['Action', 'Drama', 'History']",7.6,108462,16+,90,31567134
Новая рождественская сказка,1988,101,"['Comedy', 'Drama', 'Fantasy']",6.9,108408,NaN,38,60328558
Кирпич,2005,110,"['Crime', 'Drama', 'Mystery']",7.2,108290,16+,72,2060589
Ип Ман 2,2010,108,"['Action', 'Biography', 'Drama']",7.5,108255,16+,67,205675
Licence to Kill,1989,133,"['Action', 'Adventure', 'Thriller']",6.6,108249,12+,58,34667015
Гремлины 2: Новенькая партия,1990,106,"['Comedy', 'Fantasy', 'Horror']",6.4,108149,16+,69,41482207
Мистер Бин,1997,89,"['Adventure', 'Comedy', 'Family']",6.5,108094,12+,52,45319423
Пока ты спал,1995,103,"['Comedy', 'Drama', 'Romance']",6.8,108093,PG,67,81057016
Путешествие 2: Таинственный остров,2012,94,"['Action', 'Adventure', 'Comedy']",5.7,108067,12+,41,103860290
Четыре комнаты,1995,98,['Comedy'],6.7,108015,16+,0,4301331
Легион,2010,100,"['Action', 'Fantasy', 'Horror']",5.3,108013,18+,32,40168080
Выход Дракона,1973,102,"['Action', 'Crime', 'Drama']",7.6,107964,R,83,25000000
Анаконда,1997,89,"['Action', 'Adventure', 'Horror']",4.8,107962,16+,37,65885767
Легенда о зелёном рыцаре,2021,130,"['Adventure', 'Drama', 'Fantasy']",6.6,107950,18+,85,0
День патриота,2016,133,"['Action', 'Crime', 'Drama']",7.3,107917,R,69,31886361
Костяной томагавк,2015,132,"['Drama', 'Horror', 'Western']",7.1,107903,18+,72,0
Как выйти замуж за 3 дня,2010,100,"['Comedy', 'Romance']",6.4,107873,PG,33,25918920
Голый пистолет 33 1/3: Последний выпад,1994,83,"['Comedy', 'Crime']",6.5,107818,16+,63,51132598
Секретные материалы: Борьба за будущее,1998,121,"['Drama', 'Mystery', 'Sci-Fi']",7.0,107817,16+,60,83898313
Очень эпическое кино,2007,86,"['Adventure', 'Comedy', 'Fantasy']",2.4,107728,16+,17,39739367
Запретное царство,2008,104,"['Action', 'Adventure', 'Fantasy']",6.5,107649,PG-13,57,52075270
Эпик,2013,102,"['Animation', 'Action', 'Adventure']",6.6,107602,6+,52,107518682
Врожденный порок,2014,148,"['Comedy', 'Crime', 'Drama']",6.6,107593,18+,81,8110975
Последний бойскаут,1991,105,"['Action', 'Comedy', 'Crime']",7.0,107585,14+,52,59509925
Всевидящее око,2022,128,"['Crime', 'Horror', 'Mystery']",6.6,107510,R,56,0
Это случилось однажды ночью,1934,105,"['Comedy', 'Romance']",8.1,107464,NaN,87,4360000
Посейдон,2006,98,"['Action', 'Adventure', 'Thriller']",5.7,107428,12+,50,60674817
The Last Emperor,1987,163,"['Biography', 'Drama', 'History']",7.7,107395,16+,76,43984230
Игры дьявола,2007,117,"['Crime', 'Drama', 'Thriller']",7.3,107348,18+,86,7083025
Смерть Сталина,2017,107,"['Comedy', 'Drama', 'History']",7.2,107257,(Banned),88,8041828
Паранормальное явление 2,2010,91,"['Horror', 'Mystery']",5.7,107084,R,53,84752907
Дом,2015,94,"['Animation', 'Adventure', 'Comedy']",6.6,107060,6+,55,177397510
Ровно в полдень,1952,85,"['Drama', 'Thriller', 'Western']",8.0,107057,PG,89,9450000
Печать зла,1958,95,"['Crime', 'Drama', 'Film-Noir']",8.0,107031,PG-13,99,2237659
Малена,2000,108,"['Drama', 'Romance', 'War']",7.4,107025,12+,54,3448233
Игры джентльменов,2004,104,"['Comedy', 'Crime', 'Thriller']",6.2,106948,16+,56,39799191
Бахубали: Завершение,2017,167,"['Action', 'Drama']",8.2,106943,16+,0,20186659
Элитный отряд,2007,115,"['Action', 'Crime', 'Drama']",8.0,106852,18+,33,8060
"Там, где живут чудовища",2009,101,"['Adventure', 'Drama', 'Family']",6.7,106795,0+,71,77233467
Братья из Гримсби,2016,83,"['Action', 'Adventure', 'Comedy']",6.2,106768,18+,44,6864016
Последний охотник на ведьм,2015,106,"['Action', 'Adventure', 'Fantasy']",5.9,106694,16+,34,27367660
Делай как надо,1989,120,"['Comedy', 'Drama']",8.0,106600,16+,93,27545445
Ромовый дневник,2011,119,"['Comedy', 'Drama']",6.1,106595,16+,56,13100042
На пятьдесят оттенков темнее,2017,118,"['Drama', 'Romance', 'Thriller']",4.6,106526,18+,33,114376885
Три цвета: Красный,1994,99,"['Drama', 'Mystery', 'Romance']",8.1,106452,R,100,4043686
The Warriors,1979,93,"['Action', 'Crime', 'Thriller']",7.5,106251,16+,65,22490039
Три цвета: Синий,1993,94,"['Drama', 'Music', 'Mystery']",7.9,106210,R,87,1324974
М3ГАН,2022,102,"['Horror', 'Sci-Fi', 'Thriller']",6.4,106209,PG-13,72,93883550
Опасный метод,2011,99,"['Biography', 'Drama', 'Romance']",6.4,106078,16+,76,5702083
Святой Винсент,2014,102,"['Comedy', 'Drama']",7.2,106022,16+,64,44134898
"Паранорман, или Как приручить зомби",2012,92,"['Animation', 'Adventure', 'Comedy']",7.0,105992,6+,72,56003051
Дэнни Цепной пес,2005,103,"['Action', 'Crime', 'Drama']",7.0,105708,16+,58,24520892
Клетка,2000,107,"['Crime', 'Horror', 'Sci-Fi']",6.4,105705,16+,40,61334059
В гости к Робинсонам,2007,95,"['Animation', 'Adventure', 'Comedy']",6.8,105668,0+,61,97822171
Ложное искушение,2006,167,"['Drama', 'History', 'Thriller']",6.7,105626,R,61,59952835
Альфа Дог,2006,122,"['Biography', 'Crime', 'Drama']",6.9,105580,18+,53,15229325
Бумажные города,2015,109,"['Adventure', 'Comedy', 'Drama']",6.2,105543,PG-13,56,32000304
Оптом дешевле,2003,98,"['Comedy', 'Family']",5.9,105512,12+,46,138614544
Этот неловкий момент,2014,94,"['Comedy', 'Romance']",6.1,105361,16+,36,26049082
Судная ночь 3,2016,108,"['Action', 'Horror', 'Sci-Fi']",6.0,105323,R,55,79213375
"С глаз - долой, из чарта - вон!",2007,104,"['Comedy', 'Music', 'Romance']",6.5,105228,12+,59,50572589
Patton,1970,172,"['Biography', 'Drama', 'War']",7.9,105153,0+,86,61700000
Lolita,1962,153,"['Crime', 'Drama', 'Romance']",7.5,105024,16+,79,9250000
Корабль-призрак,2002,91,"['Horror', 'Mystery', 'Thriller']",5.6,104910,18+,28,30113491
Легенда Зорро,2005,129,"['Action', 'Adventure', 'Romance']",5.9,104889,16+,47,46464023
Сломанные цветы,2005,106,"['Comedy', 'Drama', 'Mystery']",7.2,104888,14+,79,13744960
Влюбиться в невесту брата,2007,98,"['Comedy', 'Drama', 'Romance']",6.8,104851,12+,65,47642963
Moonraker,1979,126,"['Action', 'Adventure', 'Sci-Fi']",6.2,104789,12+,66,70308099
Возвращение,2006,121,"['Comedy', 'Drama']",7.6,104734,14+,84,12899867
For Your Eyes Only,1981,127,"['Action', 'Adventure', 'Thriller']",6.7,104718,12+,54,62300000
Лузеры,2010,97,"['Action', 'Adventure', 'Comedy']",6.2,104698,16+,44,23580735
Уолл Стрит: Деньги не спят,2010,133,['Drama'],6.2,104692,PG-13,59,52474616
WarGames,1983,114,"['Action', 'Drama', 'Sci-Fi']",7.1,104637,NaN,77,79568000
Миссисипи в огне,1988,128,"['Crime', 'Drama', 'Mystery']",7.8,104461,16+,65,34603943
Охотники за головами,2011,100,"['Action', 'Crime', 'Thriller']",7.5,104430,18+,72,1196752
Папа-досвидос,2012,116,['Comedy'],5.5,104420,16+,31,36931089
Разрушение,2015,101,"['Comedy', 'Drama']",7.0,104410,R,49,1978592
Земное ядро,2003,135,"['Action', 'Adventure', 'Sci-Fi']",5.5,104401,12+,48,31186896
