title,country,director,actor_1,actor_2,ratingKP
Тело Дженнифер,США,Карин Кусама,Меган Фокс,Аманда Сайфред,5.699
Такси 4,Франция,Жерар Кравчик,Сами Насери,Фредерик Дифенталь,6.738
Рокки,США,Джон Г. Эвилдсен,Сильвестр Сталлоне,Талия Шайр,8.019
Апокалипсис сегодня,США,Фрэнсис Форд Коппола,Марлон Брандо,Мартин Шин,8.138
"Девушка, подающая надежды",Великобритания,Эмиральд Феннел,Кэри Маллиган,Бо Бёрнэм,6.788
Прошлой ночью в Сохо,Великобритания,Эдгар Райт,Томасин Маккензи,Аня Тейлор-Джой,6.866
Жизнь прекрасна,США,Джонатан Левин,Джозеф Гордон-Левитт,Сет Роген,7.533
Казнь,Россия,Ладо Кватания,Нико Тавадзе,Евгений Ткачук,7.497
Что гложет Гилберта Грейпа,США,Лассе Халльстрём,Джонни Депп,Леонардо ДиКаприо,7.928
Хеллбой,США,Нил Маршалл,Дэвид Харбор,Иэн Макшейн,5.807
Робокоп,США,Пол Верховен,Питер Уэллер,Нэнси Аллен,7.638
Неизвестный,Великобритания,Жауме Кольет-Серра,Лиам Нисон,Дайан Крюгер,7.359
Дневной дозор,Россия,Тимур Бекмамбетов,Константин Хабенский,Мария Порошина,6.038
Белоснежка и охотник,США,Руперт Сандерс,Кристен Стюарт,Крис Хемсворт,6.054
Весна на Заречной улице,СССР,Марлен Хуциев,Нина Иванова,Николай Рыбников,7.964
Несносные боссы,США,Сет Гордон,Джейсон Бейтман,Чарли Дэй,6.842
Кровавый алмаз,США,Эдвард Цвик,Леонардо ДиКаприо,Джимон Хонсу,7.795
13-й район,Франция,Пьер Морель,Сирил Раффаэлли,Давид Белль,7.541
Сокровище нации: Книга Тайн,США,Джон Тёртлтауб,Николас Кейдж,Дайан Крюгер,7.459
Ангел-А,Франция,Люк Бессон,Жамель Деббуз,Рье Расмуссен,7.756
Уцелевший,США,Питер Берг,Марк Уолберг,Тейлор Китч,7.124
Воображариум доктора Парнаса,Великобритания,Терри Гиллиам,Хит Леджер,Кристофер Пламмер,6.989
Нимфоманка: Часть 1,Дания,Ларс фон Триер,Шарлотта Генсбур,Стэйси Мартин,7.053
Таксист,Корея,Чан Хун,Сон Кан-хо,Томас Кречман,8.204
Тихое место 2,США,Джон Красински,Эмили Блант,Миллисент Симмондс,6.63
Всё или ничего,США,Питер Сигал,Адам Сэндлер,Крис Рок,7.374
Инферно,США,Рон Ховард,Том Хэнкс,Фелисити Джонс,6.433
Пассажир,США,Жауме Кольет-Серра,Лиам Нисон,Вера Фармига,6.734
Тёмная башня,США,Николай Арсель,Идрис Эльба,Мэттью МакКонахи,5.788
Летят журавли,СССР,Михаил Калатозов,Татьяна Самойлова,Алексей Баталов,8.324
Обитель зла 3,Германия,Рассел Малкэй,Милла Йовович,Одед Фер,6.574
Полицейская академия,США,Хью Уилсон,Стив Гуттенберг,Ким Кэтролл,7.861
Визит,США,М. Найт Шьямалан,Оливия ДеДжонг,Эд Оксенбульд,6.214
Доспехи Бога,Гонконг,Джеки Чан,Джеки Чан,Алан Там,7.872
Оз: Великий и Ужасный,США,Сэм Рэйми,Джеймс Франко,Мишель Уильямс,6.257
Три плюс два,СССР,Генрих Оганисян,Наталья Кустинская,Наталья Фатеева,8.032
Белый Бим Черное ухо,СССР,Станислав Ростоцкий,Вячеслав Тихонов,Валентина Владимирова,8.386
Пара из будущего,Россия,Алексей Нужный,Сергей Бурунов,Мария Аронова,6.663
Явление,Индия,М. Найт Шьямалан,Марк Уолберг,Зои Дешанель,6.3
Дракула,Великобритания,Фрэнсис Форд Коппола,Гари Олдман,Вайнона Райдер,7.782
Самый Новый год!,Россия,Антонина Руже,Роман Курцын,Алина Алексеева,6.925
Дети шпионов,США,Роберт Родригес,Антонио Бандерас,Карла Гуджино,6.579
Три дня на побег,США,Пол Хаггис,Рассел Кроу,Элизабет Бэнкс,7.664
Американский пирог: Все в сборе,США,Джон Харвитц,Джейсон Биггз,Элисон Хэннигэн,7.115
Фарго,США,Джоэл Коэн,Фрэнсис Макдорманд,Уильям Х. Мэйси,7.623
Шерлок Холмс и доктор Ватсон: Кровавая надпись  (ТВ),СССР,Игорь Масленников,Василий Ливанов,Виталий Соломин,8.401
Прогулка,США,Роберт Земекис,Джозеф Гордон-Левитт,Бен Кингсли,7.312
Старые шишки,Россия,Андрей Шавкеро,Алексей Гуськов,Ирина Алферова,7.034
Капитан Филлипс,США,Пол Гринграсс,Том Хэнкс,Баркхад Абди,7.578
Ночная смена,Россия,Марюс Вайсберг,Владимир Яглыч,Павел Деревянко,6.54
Машинист,Испания,Брэд Андерсон,Кристиан Бэйл,Дженнифер Джейсон Ли,7.573
С широко закрытыми глазами,США,Стэнли Кубрик,Том Круз,Николь Кидман,7.535
Фонтан,США,Даррен Аронофски,Хью Джекман,Рэйчел Вайс,7.454
Того,США,Эриксон Кор,Уиллем Дефо,Джулианна Николсон,7.975
